170;831
893;220
155;789
210;42
906;199
505;270
1088;389
1051;591
1057;412
310;24
415;1261
1070;653
1739;1525
1086;1066
618;1365
278;1190
1451;1239
896;1347
799;361
43;393
274;118
697;869
594;969
1451;1503
194;594
355;649
1680;319
1861;1472
1796;554
690;713
39;752
182;787
938;1503
1557;46
230;47
662;1555
291;463
25;879
1141;544
1142;424
1035;61
585;593
517;1034
923;415
770;451
1375;1473
242;612
7;1368
1735;336
358;605
127;931
658;817
1655;1821
1047;1117
277;43
1067;1140
1836;1861
639;412
847;429
881;374
918;1043
1273;333
1013;238
1872;1484
1120;211
906;948
642;686
1472;3
1334;770
605;734
1027;625
1041;383
1144;1400
1481;1168
210;365
168;334
163;757
273;901
950;502
474;82
348;1403
140;26
692;653
603;1017
1547;576
581;970
42;210
1465;1440
1195;1549
775;287
481;1384
1228;1186
47;264
1142;1214
1095;1692
1498;63
616;1062
1132;754
637;1486
1100;44
852;1198
464;1773
1598;1608
497;262
910;1615
601;762
232;896
721;190
99;707
565;1242
1173;353
1508;838
643;211
799;224
822;879
1518;1587
81;150
1084;1007
868;921
146;907
662;425
1408;814
1389;1195
835;105
1505;1122
287;109
1799;590
886;136
313;855
66;858
50;467
224;16
1092;531
1423;199
906;563
1221;1883
308;326
546;565
882;960
1130;354
615;519
262;1590
1569;183
1838;1342
1883;1078
954;153
580;291
606;1339
337;449
709;1514
1644;1537
1492;1254
99;751
939;985
1068;173
1335;75
1444;507
1115;1325
529;1349
1035;518
110;709
1370;297
647;1115
203;648
655;1030
1646;1550
1222;960
1295;187
1169;331
1041;469
613;582
183;984
617;92
1273;628
1419;809
1609;1781
492;970
381;1268
497;351
1137;694
88;500
989;261
24;125
812;345
436;984
1353;798
295;944
480;958
1545;192
781;524
1060;1951
736;1045
1144;1042
107;256
1490;1461
1204;1554
1214;72
43;215
976;218
1530;437
553;1332
688;1187
1274;1060
1552;52
1115;622
1390;397
774;306
677;265
302;331
642;1080
551;42
720;1038
144;631
1442;1109
273;1365
1581;1066
1100;436
392;278
1070;521
807;336
975;330
252;592
977;26
1595;1279
413;44
937;889
779;43
105;120
1256;1383
207;936
1178;7
1934;1800
1784;993
982;722
718;603
556;196
1464;646
740;459
751;316
953;1063
962;459
1051;1242
939;1020
321;1593
651;885
907;834
842;832
1543;1218
996;597
448;833
651;579
1153;1535
730;112
1231;360
143;386
179;1769
301;928
893;729
1253;1650
699;1976
1442;1386
836;1485
1348;1650
406;1154
402;46
50;1103
940;1266
224;799
16;332
163;769
64;235
1333;1511
79;567
341;240
651;400
951;939
713;81
1076;495
1152;983
381;506
144;324
244;186
1224;572
753;738
279;178
1628;723
1063;970
1440;767
1320;1438
81;69
450;1325
361;287
155;1161
944;1273
786;1444
1872;1311
1514;660
906;340
212;563
548;882
1029;264
1403;431
507;736
1222;1115
1523;194
1748;946
26;592
782;822
1324;1031
585;138
932;688
473;281
1172;755
382;1036
1608;1598
1197;1217
61;168
1362;795
1116;1436
1190;490
820;921
1252;140
1038;46
654;872
146;74
1560;1066
2;724
1288;1012
365;600
1080;906
317;1513
582;1075
271;1068
776;1541
990;1078
1743;172
698;447
296;318
480;896
594;30
1383;1286
1277;433
1090;498
853;362
547;153
406;1111
978;277
181;1131
619;938
883;960
642;997
479;79
667;814
1475;478
1811;271
1373;1115
811;1580
357;794
1907;1923
1693;927
42;551
783;106
475;1699
39;76
789;1123
1144;696
105;1223
1874;1749
1647;1102
1221;1106
430;586
1054;1358
567;698
1288;176
927;881
462;1123
1886;1063
461;915
1395;486
1078;1640
193;175
334;441
1282;1260
800;891
149;111
437;711
664;773
387;903
1400;922
268;1189
45;696
16;1107
549;824
1095;78
128;606
827;369
106;783
315;1050
155;1241
137;1256
800;189
639;275
333;1118
1977;1971
1249;1105
1638;277
1176;1287
1567;1344
1539;1036
50;934
995;417
647;1239
549;787
111;5
1276;1530
1215;1561
400;266
149;92
55;1231
837;297
1247;203
462;813
317;839
49;233
75;651
1271;1562
45;355
1038;679
642;123
640;826
183;137
29;571
200;493
1623;1279
834;1459
722;1420
645;424
986;853
405;1033
770;1596
199;450
290;378
808;634
1504;280
1088;183
1378;860
64;1626
1616;1846
717;674
279;1318
1165;923
1190;1333
940;325
890;742
1042;399
498;1090
780;715
1071;1298
1002;25
443;503
592;388
1556;1691
914;543
127;785
784;645
72;1622
931;1703
960;1423
1513;214
545;1100
652;1199
754;1642
489;841
1553;948
102;78
996;1104
91;964
895;338
84;987
1443;1420
359;239
1076;765
740;963
1004;165
469;273
764;570
349;774
1720;1714
361;799
571;606
745;1019
907;147
226;194
68;259
975;764
786;1222
1237;1051
177;759
433;249
1575;380
956;593
1651;1153
668;764
344;1155
849;1139
1153;635
425;1635
95;802
1333;984
1205;876
1301;786
533;1457
1241;155
857;1415
449;442
967;872
661;611
1411;1455
401;67
1518;1303
926;188
248;1491
1350;1502
1494;1588
677;1158
1249;1424
1035;1040
284;73
929;564
538;1471
1089;410
883;640
1748;693
1365;273
152;430
636;1786
976;950
1410;1310
54;1032
276;442
1587;1250
1415;1783
7;75
465;1533
397;72
1480;1420
1508;973
1187;1189
903;559
521;280
1030;174
480;269
1646;1665
110;357
56;267
141;610
1157;829
1407;698
92;488
277;1354
717;1253
787;1185
974;1203
1295;1273
566;622
1107;16
18;40
728;905
483;241
29;468
648;1075
556;1106
328;890
1243;1533
1624;296
151;1200
1721;325
1290;1353
1197;1836
871;674
103;74
1572;243
1385;875
648;552
1726;1191
579;1325
723;691
49;842
745;168
1527;350
352;983
135;638
1169;822
879;409
1405;1710
213;1069
470;71
790;1002
1659;1400
909;531
647;139
1029;291
140;534
1246;586
1141;641
497;72
1418;1275
447;1087
931;1168
686;642
907;124
561;1564
1098;896
251;315
1010;953
839;755
571;193
396;584
479;679
111;1492
1640;1802
388;592
1014;391
1186;908
1552;982
1050;357
584;645
171;41
369;437
654;309
240;338
174;619
631;768
417;1091
263;769
144;488
996;931
1441;1726
326;721
441;523
867;724
864;762
805;1167
474;1166
441;559
307;646
1097;87
1051;389
1202;203
183;764
897;925
960;598
977;259
257;1390
267;146
790;308
420;1313
978;1713
1010;99
1172;472
1527;990
780;130
1322;1049
946;666
336;276
1559;1179
819;1526
280;275
530;409
910;1184
324;640
43;1244
154;940
394;1153
1542;1015
828;1759
1193;305
681;484
991;427
1266;1767
807;627
717;112
178;1093
128;1216
1040;15
322;975
647;500
1504;1543
1120;519
311;814
1106;556
955;1080
759;180
765;1435
1551;1015
1861;1433
1334;1426
289;1279
185;1022
618;1245
1061;1558
1214;1668
142;518
510;597
646;132
825;673
874;1221
875;778
768;260
610;157
1411;1238
990;54
365;210
984;1442
8;1729
907;932
332;16
639;609
1315;683
1398;1474
230;1799
1566;1227
837;3
1684;1252
1122;1279
244;513
1080;642
875;350
239;102
420;162
1797;1311
787;1535
625;1856
313;358
1657;309
543;768
1231;172
525;598
1001;1354
99;804
648;1713
216;1376
174;1030
599;396
1062;877
122;865
1307;890
398;90
1421;312
54;1010
971;589
374;717
1332;366
1151;400
941;454
366;350
1920;789
1229;1063
295;817
442;250
517;824
1095;154
973;655
539;154
522;506
832;842
1184;735
368;7
919;925
619;174
623;377
667;869
934;33
897;364
1566;749
1643;746
1161;155
992;1334
1100;442
641;1141
165;912
1420;55
778;213
382;73
739;691
692;767
14;302
1365;618
1746;1552
1695;604
682;495
211;259
1213;494
33;508
1094;528
822;385
1727;170
554;927
1380;1395
1404;1155
43;1648
303;380
898;1092
1179;1675
532;517
697;748
730;978
194;1117
292;976
1490;931
534;1317
1358;1054
547;1097
1102;986
882;949
1330;959
1372;22
500;572
929;780
543;650
277;747
501;1124
1297;562
1128;221
1805;1026
293;294
901;273
114;297
1084;262
1525;1633
562;1297
1293;408
661;1514
654;352
750;999
1752;1606
228;148
429;83
703;290
222;786
1064;555
263;865
830;1185
450;176
1443;30
1921;169
906;282
235;491
1056;64
291;885
809;876
703;86
407;82
908;24
1075;1113
812;49
1072;1311
1537;1340
107;13
1212;822
1384;1607
710;591
929;861
777;612
36;667
1113;142
975;296
704;1183
1624;1492
791;357
923;833
331;1499
1231;676
63;718
891;405
1577;163
916;977
860;714
611;956
184;1340
151;632
1335;990
1811;1054
277;379
884;570
106;127
179;1128
6;183
1067;406
830;916
920;695
1008;1044
1538;1575
166;515
524;726
907;803
306;941
210;1414
990;119
1771;1709
606;676
24;1940
1052;37
450;1159
874;728
375;1819
245;812
1357;461
882;1166
1722;1345
739;279
654;348
843;201
986;845
1133;1270
301;834
329;1501
441;231
992;969
1440;1035
939;8
550;438
218;441
1580;763
1121;1065
99;62
1519;551
1239;300
490;758
1182;431
432;500
599;1655
454;1560
1123;700
793;276
255;867
185;1415
919;321
198;372
705;1210
976;555
341;1767
438;483
404;106
339;1319
1052;462
599;761
663;1333
1920;117
787;865
1248;345
1325;1037
219;208
904;357
205;487
185;1426
840;1297
934;787
673;1011
1243;1294
1448;277
484;807
667;197
511;716
453;578
734;171
1516;1613
1348;48
1267;1823
493;1330
1080;955
1011;1506
1171;114
334;306
1448;1681
35;358
1426;591
552;528
1262;1339
835;169
518;947
573;758
1195;15
505;998
1507;858
1313;420
533;200
1583;1083
1647;1744
1674;502
145;678
981;251
748;330
580;1035
572;1403
958;797
1506;1011
756;567
1388;240
859;440
796;190
153;31
701;837
1558;1832
890;1009
6;766
1655;1515
25;986
253;460
1056;550
769;766
1199;806
1716;890
508;1302
709;155
1068;1172
649;221
353;1428
1535;1751
526;972
1099;845
1780;1657
374;143
641;1538
1186;665
544;896
361;1232
740;823
123;642
1743;1118
787;1600
1122;1178
90;724
1529;1904
736;815
1180;340
246;1158
562;108
1788;1041
142;675
308;816
908;672
183;974
416;1573
638;135
1765;602
1401;270
1748;1712
147;541
990;556
1152;673
392;836
271;378
972;526
1071;1326
1900;1915
1790;1496
180;86
776;149
1291;553
757;17
1014;660
1148;1674
437;368
303;519
813;462
1067;787
15;1451
973;162
56;474
177;69
833;1303
898;513
500;244
86;535
239;967
1075;80
1444;786
626;1686
1172;289
1205;636
1038;297
655;267
1616;1350
60;1412
1019;732
1315;276
179;425
982;969
1366;1247
995;621
495;643
215;664
409;1609
467;610
649;847
448;478
1003;571
104;955
806;687
452;611
995;81
20;539
1344;1039
900;622
630;1260
767;1585
1030;655
560;283
325;454
601;895
936;337
162;420
1572;1585
1870;1672
1295;469
472;282
298;508
46;78
1203;1375
757;496
373;1645
867;887
799;1485
72;1067
1613;1656
1289;45
788;849
227;1486
1203;255
1617;923
66;42
1362;1406
321;959
1133;118
413;114
983;1085
854;983
240;1071
445;801
317;1656
784;872
112;11
276;291
1441;715
33;1111
346;493
1198;1272
1232;361
831;906
62;1030
337;215
160;394
518;943
770;461
670;1035
767;1149
1215;78
1640;1214
28;212
960;891
10;623
714;1247
1553;1125
32;1069
997;642
1478;1363
488;94
1123;789
678;456
1699;475
920;1153
71;828
1123;462
158;238
1020;552
1342;1257
965;775
1712;13
98;1844
1105;894
531;911
1516;424
348;775
540;627
1561;1210
1285;635
185;561
646;1042
1595;144
1095;1893
503;559
415;1139
625;949
965;1387
1086;1280
783;1108
1473;557
472;914
217;872
586;724
1203;139
473;1002
961;582
718;36
770;591
1030;14
1404;1604
1270;399
853;1491
64;941
968;261
1545;149
1897;819
404;386
584;469
654;1012
1141;386
1095;1368
903;601
1306;351
1447;431
173;901
1059;1352
57;748
896;23
1259;200
834;280
186;443
802;921
1234;258
992;204
702;918
434;2
1676;1116
492;388
1252;97
1798;154
1504;355
1085;1427
72;232
678;195
730;1098
1213;1042
192;107
97;927
1395;1329
1098;730
596;764
640;303
626;589
727;185
755;283
719;973
1706;1975
192;158
353;884
37;1170
59;172
853;1873
830;1001
1568;1809
284;1139
317;44
333;192
203;1407
1654;1303
129;405
1848;1171
412;639
1057;1784
1555;52
973;261
385;492
215;1255
1393;529
1027;784
676;1178
820;208
50;346
501;432
488;19
505;113
1532;1640
731;1520
1514;661
747;1058
1334;992
322;1110
19;311
758;260
158;1145
127;106
394;317
991;1298
138;341
141;979
1255;1402
31;280
807;847
572;557
430;642
76;627
926;972
743;1132
745;478
412;1057
1587;1003
345;294
567;133
1103;335
1495;1320
519;884
1185;790
1195;743
30;594
1534;790
44;463
608;1590
680;1856
428;337
1434;760
1275;806
980;85
865;1719
1201;1182
1014;281
1323;1157
282;400
405;251
1485;799
1131;97
1654;947
578;483
779;1102
1310;1614
1700;938
1093;1060
595;351
1843;957
1282;1707
463;1082
1521;1303
151;1366
1072;340
450;1386
1019;266
385;984
302;1536
1575;1538
1241;269
1055;1157
667;1532
573;989
996;196
539;778
1493;1446
698;1407
456;1147
390;817
1459;1524
1219;1770
3;453
823;806
98;287
1107;1272
819;29
855;234
299;815
310;109
915;1310
966;916
625;1027
856;674
924;612
1539;1065
9;372
678;621
1080;1134
1294;1097
1654;1619
646;1654
996;1108
22;675
184;290
870;152
58;197
807;644
322;59
869;1951
759;176
1782;1683
423;490
592;249
265;694
681;280
215;417
507;1444
891;1307
664;480
1631;1766
769;777
1749;1732
783;934
1049;118
264;400
456;192
568;1058
1314;954
428;33
641;279
725;794
657;349
541;416
1393;878
6;143
1185;59
1431;286
1909;1294
3;1368
1049;1540
1142;1092
645;959
173;460
855;651
727;53
937;1240
678;347
1915;1768
1196;784
332;528
130;132
1461;684
1086;309
694;961
1070;1892
1222;786
291;205
938;619
1342;1702
25;637
280;1256
917;207
269;745
496;1672
752;10
526;93
674;163
559;1640
637;1960
1724;860
494;1565
1709;1362
899;889
42;1200
1319;563
208;754
461;1010
203;285
708;83
198;373
1622;710
31;626
604;540
895;60
689;1189
1688;996
633;163
1307;1410
1043;781
290;992
550;653
320;161
174;943
428;1087
1271;1062
404;1278
559;1188
1428;598
377;1002
585;1157
255;1488
348;1421
1712;1493
1549;94
285;1405
1789;1235
42;486
1650;430
331;195
700;928
497;530
433;1277
642;124
6;910
147;1217
618;860
923;810
1226;247
1174;232
1746;643
198;856
443;446
1110;293
1396;419
1571;1185
116;382
727;63
1390;257
121;934
8;158
202;262
584;1132
184;1198
566;1583
515;495
700;896
728;483
1682;117
190;1249
145;455
196;556
168;189
633;714
1393;648
236;411
839;752
1002;107
685;1448
24;185
1082;111
1574;1539
1769;1160
506;381
1696;1901
1673;945
668;236
812;1003
765;1252
1232;1272
1643;943
1041;120
500;1012
1470;770
1563;1477
488;217
1164;801
388;261
759;303
1673;131
1293;1205
206;1400
366;1056
1900;638
1365;479
494;416
486;417
11;766
1384;5
463;453
903;195
370;204
797;474
1102;889
1076;639
1652;1410
454;669
797;444
941;366
661;140
434;141
91;131
280;756
1130;203
186;63
1001;1453
598;976
735;1058
788;1095
1242;400
312;821
643;997
609;970
255;75
238;769
1773;1896
290;594
1922;1770
30;1443
437;262
109;36
1574;1015
42;9
1163;613
144;654
1159;1062
752;527
813;785
434;934
885;921
855;197
317;1800
652;889
237;18
605;69
983;287
260;158
1281;414
345;1062
1280;634
876;438
1310;1354
142;23
285;605
1362;1144
170;653
322;1105
612;1321
63;100
1405;1628
658;407
339;483
466;1173
509;201
39;906
283;654
716;1428
515;763
374;712
89;1421
1579;191
817;615
213;542
854;512
1493;143
1268;381
1599;1665
403;189
1014;780
1342;90
715;236
645;107
229;733
1598;668
957;876
359;110
1080;1615
372;330
111;268
400;1003
1405;1505
422;838
1668;927
590;1134
1489;1589
719;1116
1142;522
1193;1107
1775;834
61;432
1145;1246
266;997
1489;1570
229;168
1315;100
403;1131
1176;771
1892;1727
1274;213
1569;227
147;403
976;196
1729;1048
595;839
1714;1391
802;1323
1046;1347
1572;734
917;461
548;741
1294;293
407;882
303;1532
1026;36
300;813
556;230
445;837
1722;1552
1360;1148
593;603
671;1191
1818;1511
745;988
624;1559
215;65
195;734
1255;1400
1375;598
13;1171
1136;1484
1233;579
937;653
1581;964
1046;840
1150;458
1040;249
805;130
1225;111
1656;544
467;1298
253;76
417;1224
376;1043
347;1373
1074;29
622;1472
1762;947
408;111
1689;1007
241;602
1000;853
1134;387
684;378
1496;963
825;740
1188;1198
1001;449
1180;1484
1152;1051
1335;8
33;185
333;690
1211;921
1220;958
1108;783
159;1279
248;350
553;859
358;526
1116;1239
436;817
531;909
629;1238
1258;1051
78;1100
523;483
1464;1167
1656;1441
78;524
570;416
1756;120
643;213
1304;710
839;483
14;942
108;82
592;1019
552;224
1100;262
1372;1499
402;631
1747;1792
1971;671
1451;15
294;293
114;989
1292;251
274;1139
788;1402
335;963
1449;494
545;522
1631;157
1573;1322
1378;1108
1362;1332
1104;940
450;703
834;470
333;440
1540;89
1388;62
714;30
1550;195
282;845
889;785
1730;1401
965;575
355;723
560;926
318;768
208;976
359;1239
56;970
784;1207
557;81
664;890
643;119
1077;1162
229;258
23;348
976;1575
63;1498
821;1112
1352;279
611;661
375;1251
114;1300
1088;39
75;493
999;703
171;226
396;599
1078;861
156;1376
147;268
1198;1329
741;723
527;1498
316;709
832;563
783;1554
728;1489
504;30
108;1288
1220;282
863;213
1271;4
582;1635
1537;145
729;893
640;1271
325;762
951;409
1952;980
1365;1653
886;287
1096;1097
881;920
1494;1135
597;779
1332;797
385;707
742;69
981;91
1553;526
304;546
692;339
227;392
684;1418
836;1088
314;1412
1029;193
704;1070
178;826
1070;482
686;1525
67;457
500;1345
915;946
1383;115
388;662
924;1104
765;1179
1776;1736
417;105
1578;425
605;895
62;943
946;1658
1340;17
566;781
779;1648
1680;1030
389;407
1117;185
582;876
119;597
922;1507
719;56
1583;1754
717;1241
1040;1431
261;1136
1792;1747
201;843
169;898
1012;485
562;897
195;989
898;514
174;96
187;4
589;1003
1003;406
633;406
1301;217
842;936
1585;898
168;1012
1282;1290
1171;451
287;886
917;1105
1171;36
140;366
1118;333
1142;1507
1725;390
1569;1730
281;473
857;1506
17;1248
571;490
1139;416
936;1321
49;596
628;1401
46;1885
153;954
1502;1643
1842;1091
1205;966
1706;1520
644;461
1572;1101
34;593
777;755
1819;859
113;1316
1150;707
1149;334
871;1108
289;859
308;824
320;204
1245;618
1162;1210
417;243
475;1279
1369;1802
1621;671
302;727
1090;1418
275;639
1327;1153
1395;1558
969;594
459;707
975;999
326;573
1010;54
609;650
690;1349
484;567
991;644
374;1199
7;1482
628;218
537;696
305;339
1370;1363
1195;1239
515;316
1150;454
1678;58
1078;1883
2;1202
908;962
1281;1603
1364;1355
959;449
854;710
110;1071
953;944
555;1243
1147;1327
890;1716
879;463
1625;1289
393;941
740;602
1039;1344
1046;137
638;1801
615;121
1012;273
185;1117
703;595
1056;735
748;69
24;908
346;1151
362;119
49;794
468;207
1136;4
951;1049
668;1008
477;304
328;1471
453;166
1649;1544
604;1473
804;943
1679;1738
407;162
639;1335
1576;1426
122;1366
445;1255
536;197
33;100
775;798
856;1104
1558;902
282;1428
1352;1432
1070;39
1403;379
796;536
171;922
828;71
1283;72
12;274
1081;1223
324;938
753;1566
1167;805
1297;110
1523;1729
420;171
500;622
1251;1194
861;1078
317;1547
1564;178
150;208
733;1383
1241;1669
1114;1308
1799;1695
1466;115
1363;318
1601;1050
953;1356
422;1588
784;1012
526;1236
902;1558
1519;1592
951;1091
1209;1656
1317;348
938;1700
808;124
207;480
483;98
149;1545
1715;627
1017;14
1182;1201
616;1675
151;135
967;131
1080;34
207;729
1513;1554
1046;1373
1634;1734
1896;935
745;382
863;926
54;192
291;448
813;90
227;29
606;34
425;881
784;1179
257;477
30;504
534;1018
86;185
1311;76
446;443
1781;1279
923;14
1130;1499
1364;255
1513;1702
859;553
1168;126
924;542
1257;1342
717;289
1212;724
1652;1640
497;841
163;848
1538;1714
519;454
654;709
1181;430
450;774
1007;1138
557;537
259;318
897;383
337;148
693;125
893;648
245;420
1804;1380
1737;609
413;72
222;960
1158;428
750;804
489;664
363;1242
409;987
111;1086
473;517
15;760
295;330
537;1042
236;311
1313;1124
267;655
1551;240
434;1265
185;24
1454;1055
465;681
688;786
1220;1279
1075;1420
1483;230
1320;1495
761;599
1159;273
695;920
348;1214
1050;781
342;561
624;640
940;1052
925;1163
1244;304
351;218
1163;1231
1338;865
529;1083
1453;173
1041;1473
1223;1160
1127;305
1329;305
832;1165
1655;599
653;329
993;290
295;838
1539;1518
1363;592
20;1451
1101;1226
1108;1378
337;1054
664;536
1498;508
258;1368
31;647
1553;1096
441;823
1300;94
1025;1079
994;632
314;225
725;750
746;1565
483;983
1150;259
986;923
737;998
1781;197
1574;26
1636;1315
1834;1686
212;434
243;807
1587;1223
405;631
934;1100
984;88
1216;1320
511;523
359;741
490;1040
1054;1272
525;649
1403;13
87;1055
594;486
1784;1597
662;1573
35;338
1116;897
1344;1265
247;121
367;703
1304;64
488;82
280;14
1339;893
38;114
279;971
902;830
1104;424
199;229
571;429
1716;1548
263;185
524;143
135;465
874;312
870;437
234;745
201;509
432;501
728;877
836;215
1226;469
196;976
902;506
388;1158
529;1079
581;267
1786;1582
50;1408
344;506
1420;722
1105;789
914;1400
677;1297
949;1383
560;1141
991;468
1478;1673
340;116
1094;1268
1414;210
890;1307
351;956
418;847
1028;1027
541;741
809;1639
1313;1317
996;536
553;997
1261;415
618;1278
689;867
16;962
766;7
770;368
1621;835
105;247
237;929
820;1066
1139;943
334;714
1667;1005
693;1022
1076;396
908;1426
290;1485
352;524
1722;302
490;1492
996;642
633;70
429;46
368;359
1072;1170
827;1260
1007;346
551;1418
978;644
351;1126
224;237
754;1408
1459;1189
307;698
602;737
320;486
220;893
619;1335
645;946
321;423
860;241
1399;557
238;1068
294;196
247;209
1686;1196
82;352
1495;1106
753;653
316;247
600;365
742;103
308;298
136;1670
1709;739
1781;133
839;517
48;417
519;1063
294;667
414;698
380;1789
335;81
1420;1443
1088;728
1415;1755
932;7
1273;269
1451;20
651;1191
324;1794
1575;976
237;839
534;174
575;738
427;994
1253;1013
1105;1664
1416;538
493;346
865;398
1066;1508
14;314
185;271
1154;788
1164;1105
316;945
216;107
1032;54
1408;754
1532;447
1190;1610
372;626
477;227
574;1009
1715;1855
672;908
827;138
830;902
946;1614
328;1516
570;662
965;550
1298;1384
596;1373
1698;89
1420;1480
348;550
234;61
131;754
528;856
370;670
808;803
230;51
419;1396
1177;928
1153;920
694;1500
586;322
357;792
794;23
647;844
501;619
506;344
551;1176
800;120
743;1314
1937;1270
336;344
436;806
506;902
1126;714
972;140
611;196
304;505
1431;739
859;289
402;252
113;1246
778;115
643;1078
680;900
1614;1594
345;123
1652;308
1244;235
1449;745
240;189
939;74
1856;1159
1127;1181
702;1492
936;1416
1142;1193
1002;387
1259;1136
633;1034
784;1045
1323;1570
967;720
976;292
1083;1670
1016;875
1669;1687
356;788
968;118
28;302
595;777
163;148
135;445
906;1080
1736;517
517;1416
1572;1347
1131;1167
371;142
465;291
145;148
167;760
547;825
646;631
1449;1191
316;615
662;383
608;149
51;916
104;648
596;838
881;1182
1196;1587
326;837
1490;520
197;1301
223;1201
15;640
855;715
1108;871
712;1898
451;1489
786;299
345;997
960;1071
259;1018
72;1241
932;23
567;147
87;85
1294;952
211;484
831;773
1026;207
1355;1207
977;654
318;810
748;403
1221;1055
145;870
1153;394
512;708
818;405
1616;1465
404;392
198;1596
457;94
438;1010
1476;797
1849;1043
1654;689
386;881
824;969
1224;1012
1249;325
1217;41
1616;93
1073;1099
753;325
1468;380
268;58
2;441
460;1433
184;228
1583;1639
1291;545
1020;1005
512;986
274;1518
878;816
1502;1411
1463;1258
1712;1621
251;583
1275;1814
980;950
1030;1293
559;950
514;36
1450;625
612;241
395;312
958;179
276;790
377;1554
591;450
414;201
801;894
298;379
331;823
1104;356
1565;1956
1627;1397
651;543
515;1355
415;319
646;284
328;1489
283;1742
161;339
508;389
1157;465
724;446
42;6
599;768
613;419
41;1483
185;263
779;930
851;474
293;1370
1005;451
1403;1329
196;792
796;1072
474;851
1705;1834
422;1806
1409;1717
162;1398
745;88
624;249
123;391
1584;971
1533;1598
717;360
180;772
232;1174
650;266
1205;278
99;933
1392;552
24;310
981;566
878;1070
584;1280
941;1042
1139;19
930;1016
1217;560
999;587
885;244
196;294
967;345
1837;629
1282;1593
760;723
273;542
704;497
838;912
802;659
416;1674
1576;1458
358;1143
554;1796
628;308
778;99
473;392
388;1829
1772;37
1784;709
44;758
246;988
600;1263
779;1068
96;815
1374;820
98;1443
1153;1651
1066;932
1022;1512
477;235
52;614
1474;1381
1069;948
975;566
1535;1755
892;1299
1802;347
287;361
797;71
182;937
1291;1055
888;865
544;1141
743;314
992;1022
957;1260
912;165
488;313
969;992
915;1712
792;196
25;608
1480;1113
1413;1641
939;598
479;534
966;1085
826;369
519;1373
415;970
164;1250
646;1076
1505;957
254;315
1357;1308
196;611
1047;393
980;586
822;1014
734;988
879;91
271;185
322;637
359;760
748;696
103;184
454;1444
674;1631
328;630
723;569
1234;1115
667;294
1047;1068
1682;1108
949;1907
816;1216
1002;787
1265;1092
670;508
777;875
1491;1685
1702;1342
149;413
957;526
196;644
1126;1572
