47,2266,3525,2014-10-09 08:16:21.780000000
48,3843,723,2015-07-12 19:22:22.610000000
49,524,8275,2015-03-14 18:49:55.600000000
50,3690,8954,2015-11-04 21:24:17.610000000
51,3687,1777,2015-05-04 22:32:22.220000000
52,3866,8049,2015-01-28 03:37:50.800000000
53,3449,7819,2015-03-25 08:46:23.820000000
54,2348,9950,2015-07-30 02:43:18.540000000
55,598,9159,2014-07-22 21:01:17
56,2069,2179,2015-12-03 12:32:34.890000000
57,1943,1327,2015-07-27 03:14:56.280000000
58,74,4809,2015-05-31 11:36:15.060000000
59,3735,6638,2015-01-24 12:04:22.430000000
60,2387,3906,2015-04-15 19:33:43.110000000
61,4438,6360,2015-09-26 13:34:16.750000000
62,3227,4343,2015-03-29 10:42:52.740000000
63,4564,7511,2014-05-30 13:06:21.660000000
64,108,913,2014-06-24 19:07:17.450000000
65,2348,8852,2015-07-20 09:37:19.600000000
66,3371,5355,2015-04-12 18:45:09.410000000
67,4271,4646,2014-11-10 15:52:28.190000000
68,4731,3446,2014-02-27 23:23:09.500000000
69,1866,9934,2014-03-18 16:31:16.270000000
70,4921,6960,2014-04-11 06:17:49.150000000
71,1302,6846,2015-06-13 21:24:51.030000000
72,1770,2749,2014-12-02 10:09:55.980000000
73,3845,9317,2014-04-03 16:26:59.630000000
74,4015,9150,2014-03-29 06:51:34.620000000
75,1412,6551,2014-03-21 05:55:22.400000000
76,3319,2620,2014-03-09 13:33:15.100000000
77,2388,2587,2014-11-07 17:20:50.030000000
78,4035,3645,2014-04-24 21:22:05.090000000
79,4844,4439,2015-06-11 17:57:21.780000000
80,1354,5785,2015-06-14 06:37:29.390000000
81,1390,6742,2015-05-07 10:53:30.060000000
82,2379,6055,2015-02-02 15:15:19.250000000
83,4959,7892,2014-09-07 08:19:17.660000000
84,4358,5449,2015-10-06 05:46:58.100000000
85,4554,6428,2015-06-11 03:22:55.840000000
86,1,854,2014-04-05 12:18:05.890000000
87,3123,953,2014-09-17 20:38:29.570000000
88,2606,410,2015-03-31 06:26:56.150000000
89,3990,2978,2014-07-06 14:31:20.660000000
90,1156,6127,2015-04-02 08:08:49.100000000
91,1324,5473,2015-11-17 12:44:25.520000000
92,3068,2002,2014-05-11 16:46:27.120000000
93,2310,2199,2014-11-06 19:55:25.970000000
94,1462,9812,2015-06-20 12:18:44.230000000
95,2196,7136,2015-06-15 20:40:30.660000000
96,1764,7226,2014-07-09 06:10:51.280000000
97,4599,6559,2015-04-27 12:32:19.990000000
98,4701,3131,2015-06-06 06:31:17.160000000
99,785,1938,2014-12-07 10:57:42.290000000
100,1390,7548,2014-03-15 10:06:21
101,2039,2565,2015-11-29 15:25:45.930000000
102,1652,6768,2015-07-22 23:42:11.540000000
103,1198,2904,2015-11-07 22:40:32.260000000
104,4627,7148,2015-04-04 17:09:54.490000000
105,3098,8033,2014-06-19 02:15:53.480000000
106,2113,2982,2015-05-20 11:23:01.640000000
107,4462,4201,2014-12-12 22:50:22.190000000
108,2791,1237,2015-04-17 09:08:57.740000000
109,839,3957,2014-07-15 09:44:59.340000000
110,1500,9209,2014-07-10 00:41:35.590000000
111,1100,9716,2015-01-04 22:57:01.150000000
112,1569,7270,2015-05-29 02:58:21.050000000
113,3668,7865,2014-08-16 05:36:26.110000000
114,3722,8423,2014-09-19 23:59:47.600000000
115,368,2432,2014-01-31 07:01:27.470000000
116,2688,4680,2015-12-06 09:03:00.040000000
117,4749,70,2014-02-10 05:27:50.470000000
118,4902,5555,2014-04-08 00:20:48.800000000
119,1997,2302,2014-03-09 16:22:31.730000000
120,128,8257,2015-02-09 03:32:23.130000000
121,4740,5054,2015-06-28 11:58:43.040000000
122,1018,3519,2014-02-12 09:49:19.720000000
123,1446,4271,2014-12-05 04:35:24.760000000
124,4482,9183,2015-01-10 05:25:10.510000000
125,2204,8604,2015-01-31 17:53:52.570000000
126,3478,8835,2015-06-16 19:28:50.260000000
127,4516,4517,2015-05-28 23:53:59.300000000
128,3567,2472,2015-08-06 16:18:49.910000000
129,693,1446,2014-05-15 15:21:21.330000000
130,1558,6151,2014-08-29 15:35:35.860000000
131,251,200,2014-12-09 02:07:12.320000000
132,3469,5948,2015-01-21 21:44:35.480000000
133,418,848,2014-09-29 15:31:31.930000000
134,3126,9114,2015-03-23 12:47:47.300000000
135,1817,5093,2015-06-13 12:55:26.270000000
136,4343,8955,2014-07-16 14:41:35.670000000
137,1177,8162,2014-02-27 12:49:57.490000000
138,3472,4394,2014-10-20 09:58:22.050000000
139,605,1073,2014-02-07 10:43:06.070000000
140,2395,7397,2015-02-21 18:22:35.750000000
141,1411,7957,2015-12-16 05:11:21.260000000
142,4073,4642,2014-10-09 05:26:47.520000000
143,1142,5428,2015-10-01 05:50:26.980000000
144,4043,117,2015-02-01 15:34:52.130000000
145,2298,3764,2015-01-01 12:07:35.460000000
146,2992,318,2015-08-01 15:14:35.380000000
147,3621,9034,2014-05-27 20:24:57.720000000
148,3783,2633,2015-04-24 20:24:07.920000000
149,813,2048,2015-01-25 05:20:09.280000000
150,2271,7466,2014-10-09 19:19:57.750000000
151,4974,6690,2014-07-02 19:31:46.120000000
152,4333,6490,2014-04-18 06:58:07
153,4383,469,2015-03-25 02:18:15.710000000
154,1453,9186,2014-02-20 04:16:01.960000000
155,550,114,2015-10-06 16:55:27.390000000
156,4496,7110,2014-11-07 21:59:10.750000000
157,4151,9688,2015-12-17 14:10:17.740000000
158,353,9630,2014-12-21 22:13:40.840000000
159,4311,6167,2015-03-16 15:42:18.920000000
160,4606,4882,2014-04-20 04:45:53.330000000
161,1779,5999,2014-12-15 14:58:51.460000000
162,3906,4350,2015-05-09 17:26:54.660000000
163,4189,4781,2015-09-19 03:48:53.760000000
164,2241,6982,2014-09-25 13:42:02.530000000
165,304,4405,2014-04-05 06:12:51.060000000
166,608,1893,2014-04-16 13:53:55.580000000
167,1961,1295,2014-01-31 14:33:14.130000000
168,159,6916,2015-03-26 21:17:04.550000000
169,661,303,2014-09-09 12:27:04.430000000
170,61,7837,2014-08-23 23:03:39.820000000
171,4750,9327,2014-04-08 21:35:20.520000000
172,4314,4527,2015-06-04 13:34:40.350000000
173,4413,877,2015-05-15 17:55:52.110000000
174,1959,410,2015-06-07 00:53:55.320000000
175,483,6061,2014-11-19 05:53:26.570000000
176,4961,2384,2015-01-06 06:37:44.400000000
177,109,5434,2014-11-27 19:23:32.860000000
178,3964,4872,2014-06-17 09:59:38.530000000
179,3681,1164,2015-07-24 10:10:45.050000000
180,8,7251,2015-09-16 01:27:43.610000000
181,3256,5409,2015-01-04 15:08:32.450000000
182,4627,7140,2014-08-06 23:48:09.250000000
183,835,1538,2014-05-13 18:56:59.150000000
184,1973,1603,2015-05-10 18:05:26.250000000
185,1121,3942,2015-10-02 18:07:33.480000000
186,4155,3464,2014-08-28 18:18:17.500000000
187,157,3990,2015-09-26 04:39:19.940000000
188,2430,7786,2015-12-17 14:05:38.470000000
189,4233,4221,2014-02-16 23:47:38.420000000
190,50,3615,2014-09-10 08:03:55.820000000
191,4547,8010,2014-12-31 06:05:13.440000000
192,2206,5598,2014-08-03 17:54:45.580000000
193,686,3733,2014-05-11 11:47:03.310000000
194,2959,9672,2014-10-26 16:52:40.220000000
195,2577,238,2015-06-12 10:27:31.850000000
196,3155,1615,2015-03-30 14:59:12.050000000
197,2194,9131,2014-11-28 10:13:06.170000000
198,2283,6288,2015-02-23 22:34:25.960000000
199,3255,4207,2015-07-23 07:32:53.110000000
200,4788,4625,2014-12-05 02:04:42.100000000
201,1525,4455,2014-06-17 01:12:01.750000000
202,1873,8466,2015-11-23 14:57:30.070000000
203,4727,8639,2015-08-03 23:00:08.240000000
204,156,1249,2014-07-14 01:32:12.230000000
205,4573,6670,2014-09-05 02:35:44.730000000
206,4980,6889,2015-01-11 09:55:51.890000000
207,746,1677,2015-03-14 19:40:51.390000000
208,2836,9582,2015-10-22 06:45:46.280000000
209,2601,1953,2015-09-12 08:23:30.370000000
210,3072,7437,2014-05-27 10:37:01.320000000
211,2174,5973,2014-04-14 17:33:52.700000000
212,1014,4910,2015-11-13 04:48:58.600000000
213,1422,8139,2014-02-05 17:59:16.110000000
214,4614,9172,2015-08-03 05:52:01.530000000
215,2650,8510,2014-05-06 21:21:55.790000000
216,2570,6310,2014-02-08 22:34:25.480000000
217,4637,2065,2014-10-23 15:57:49.360000000
218,550,8159,2014-11-24 21:05:54.410000000
219,983,5087,2015-04-24 08:35:54.500000000
220,2380,7168,2015-06-28 10:29:04.880000000
221,3383,4174,2015-07-21 05:53:56.600000000
222,4680,3267,2014-05-24 18:16:18.060000000
223,3787,5731,2015-09-02 05:31:52.810000000
224,1692,8993,2014-03-09 02:39:29.600000000
225,827,2165,2015-01-11 20:49:29.560000000
226,4779,6052,2014-07-06 17:17:14.860000000
227,500,2469,2014-04-27 11:13:53.410000000
228,1081,9208,2015-07-29 13:01:06.400000000
229,2900,7327,2015-06-12 06:59:35.130000000
230,378,8077,2015-07-17 04:29:07.350000000
231,289,4127,2014-06-17 13:09:59.580000000
232,4623,1007,2015-08-08 20:22:22.540000000
233,826,4349,2014-10-21 10:51:31.430000000
234,2530,6877,2015-10-18 20:57:53.580000000
235,4388,140,2015-05-28 18:04:42.420000000
236,4240,8756,2014-05-26 22:32:27.680000000
237,1249,3791,2014-10-07 05:46:19.520000000
238,4362,4914,2015-01-18 19:54:51.040000000
239,3662,6309,2015-04-06 12:46:34.470000000
240,1765,8544,2015-04-22 02:49:15.860000000
241,3081,4447,2014-02-01 18:45:34.330000000
242,3356,939,2015-02-16 04:27:43.340000000
243,2324,3033,2014-12-18 21:57:53.970000000
244,1335,5447,2014-08-04 18:58:39.610000000
245,2093,5133,2015-10-11 06:58:53.040000000
246,4842,9734,2014-03-07 12:02:15.310000000
247,1952,915,2015-03-25 22:41:36.290000000
248,2270,21,2014-04-12 18:05:32.190000000
249,4981,2913,2014-05-03 08:05:06.320000000
250,2038,1449,2014-05-02 23:58:53.870000000
251,3761,1653,2015-06-12 16:53:10.750000000
252,3432,6924,2014-07-29 07:22:07.730000000
253,1223,3652,2015-02-17 15:22:02.300000000
254,4592,791,2015-04-08 13:42:01.650000000
255,468,3749,2015-02-09 21:56:46.460000000
256,1431,4718,2015-11-16 07:44:26.920000000
257,3354,2075,2014-03-26 05:37:06.850000000
258,1592,7990,2014-08-31 23:28:35.670000000
259,260,3747,2014-08-05 11:00:04.370000000
260,1071,5052,2014-12-07 12:47:31.350000000
261,4230,7963,2014-09-11 19:37:47.420000000
262,1583,333,2015-12-02 21:06:45.300000000
263,1652,7630,2014-04-05 07:04:47.690000000
264,3545,5713,2015-11-28 11:16:25.100000000
265,2351,8480,2014-03-18 04:41:13.190000000
266,2898,283,2015-04-24 13:13:45.820000000
267,4102,595,2014-11-08 12:34:11.590000000
268,1780,9849,2015-03-12 20:48:21.100000000
269,1311,5962,2015-07-25 10:06:05.190000000
270,186,2465,2015-10-09 15:23:04.610000000
271,4855,5055,2015-05-25 19:25:25.400000000
272,1967,3012,2015-01-28 06:30:53.410000000
273,3856,3163,2014-12-19 05:42:19.960000000
274,736,1101,2014-07-02 20:00:57.730000000
275,4907,8165,2015-10-28 05:22:36.980000000
276,4453,6748,2015-10-21 19:24:45.290000000
277,4911,5546,2014-09-21 08:27:20.410000000
278,1321,5623,2015-05-10 13:09:40.170000000
279,2389,6018,2015-09-03 05:55:46.740000000
280,4690,8215,2015-04-30 13:54:27.130000000
281,344,1861,2014-10-26 03:55:50.390000000
282,917,6106,2015-08-27 07:31:42.180000000
283,1590,9918,2014-12-08 11:05:11.980000000
284,588,2999,2014-03-26 11:30:41.340000000
285,330,7121,2014-12-24 01:13:52.790000000
286,2778,7863,2015-09-24 21:10:22.520000000
287,2834,3640,2015-03-14 05:59:11.660000000
288,4816,6105,2015-07-04 02:02:41.450000000
289,1077,1433,2015-03-12 21:30:34.610000000
290,4840,202,2014-02-05 14:00:16.650000000
291,972,560,2014-03-13 09:11:53.260000000
292,2148,5422,2014-02-04 03:25:53.470000000
293,4557,9078,2014-02-09 11:20:57.350000000
294,4578,7882,2014-05-23 04:49:26.840000000
295,4526,8812,2014-11-18 02:04:12.450000000
296,4579,8217,2014-07-24 14:09:08.770000000
297,2039,1847,2014-05-13 00:52:52.390000000
298,305,7354,2014-07-07 03:00:17.660000000
299,4516,4658,2015-08-10 20:55:01.110000000
300,4183,4774,2014-05-31 16:49:20.790000000
301,316,3423,2015-07-29 08:42:54.310000000
302,3432,5955,2015-09-05 23:04:24.760000000
303,1242,4361,2014-12-20 01:21:50.160000000
304,1431,1466,2014-11-01 21:26:29.090000000
305,3865,6701,2015-06-14 03:03:45.390000000
306,457,1459,2014-06-20 03:45:42.120000000
307,1136,7033,2014-06-21 01:47:28.490000000
308,439,1133,2014-04-06 09:42:09.830000000
309,4819,5303,2015-10-14 07:45:21.580000000
310,4647,7855,2015-05-04 08:15:47.490000000
311,20,5441,2015-10-24 04:44:11.380000000
312,3424,5521,2015-03-11 04:24:40.250000000
313,1235,5114,2014-07-02 21:53:44.730000000
314,493,6318,2014-05-24 14:22:39.520000000
315,2757,5957,2014-09-30 00:29:13.130000000
316,1455,1643,2015-09-30 02:43:08.820000000
317,3565,2104,2015-05-13 23:26:44.420000000
318,1542,5800,2014-02-20 20:26:11.510000000
319,3773,9322,2015-05-15 02:21:42.630000000
320,3883,1224,2015-09-08 15:31:03.980000000
321,1344,6905,2015-02-12 19:07:58.430000000
322,4428,4579,2015-06-17 08:01:07.890000000
323,2304,7937,2014-10-02 06:50:04.950000000
324,1210,7918,2014-03-10 18:05:23.140000000
325,4624,8816,2015-05-31 07:27:28.370000000
326,131,7755,2014-06-09 17:35:28.380000000
327,3766,7919,2015-08-21 02:38:19.640000000
328,1330,5006,2015-05-12 12:24:33.050000000
329,4535,8076,2015-03-01 21:23:59.660000000
330,518,1069,2015-08-19 21:32:27.820000000
331,2840,8469,2014-03-28 10:35:40.070000000
332,1221,1636,2015-05-16 12:03:26.720000000
333,2565,5635,2014-11-15 12:36:24.340000000
334,4817,178,2015-03-22 01:54:49.080000000
335,155,1215,2015-06-07 05:07:49.920000000
336,2659,7542,2015-04-19 09:15:36.800000000
337,1438,5723,2014-02-08 22:31:25.540000000
338,2771,3500,2014-02-20 00:19:08.920000000
339,4904,2555,2015-09-07 09:46:28.070000000
340,3440,8574,2015-05-28 07:20:22.690000000
341,96,9423,2015-04-21 14:18:34.520000000
342,4851,1283,2015-11-17 20:54:39.610000000
343,4137,1797,2015-06-02 15:27:27.190000000
344,3238,3801,2014-09-18 13:11:41.290000000
345,3751,6313,2014-08-01 15:20:01.060000000
346,263,8120,2014-09-30 12:52:17.830000000
347,2320,7282,2015-10-07 14:45:43.450000000
348,2586,9356,2015-06-15 06:23:52.860000000
349,3512,7529,2015-08-17 10:50:50.530000000
350,3261,4300,2014-07-25 05:58:15.990000000
351,827,1733,2014-02-12 11:22:59.320000000
352,3958,5249,2014-03-19 05:22:44.400000000
353,4686,9560,2014-09-09 15:45:25.950000000
354,3174,4777,2015-07-27 09:51:27.890000000
355,1086,3062,2015-04-03 02:39:34.480000000
356,1022,466,2015-07-26 14:54:42.750000000
357,1086,1558,2014-08-07 03:51:22.710000000
358,347,8260,2015-09-19 15:26:33
359,4713,1265,2014-07-06 06:21:08.570000000
360,1492,39,2014-05-07 10:57:37.650000000
361,4914,626,2015-04-26 11:51:44.400000000
362,4890,4339,2014-09-02 13:02:58.280000000
363,1223,3456,2015-11-14 06:07:46.840000000
364,2569,7089,2014-07-08 11:15:43.720000000
365,2232,4944,2014-04-20 22:50:13.210000000
366,1485,8009,2014-11-26 14:20:15.990000000
367,1820,9633,2014-12-17 08:22:23.990000000
368,4546,3508,2014-04-23 18:09:41.020000000
369,765,5485,2015-08-27 10:19:13.540000000
370,886,7962,2015-02-03 11:08:03.050000000
371,4849,9360,2014-05-14 23:42:23.080000000
372,4246,809,2015-07-20 17:03:14.670000000
373,3543,2926,2015-02-17 08:29:23.360000000
374,1520,3835,2015-12-03 22:39:36.430000000
375,2361,1812,2014-12-20 15:30:51.910000000
376,3762,9582,2014-09-03 01:45:39.220000000
377,1228,6500,2015-12-30 01:20:19.080000000
378,4613,6382,2015-02-15 08:28:54.060000000
379,1663,3468,2014-03-28 17:01:44.490000000
380,993,1293,2015-05-11 01:49:35.310000000
381,4324,4863,2014-04-26 16:29:20.200000000
382,594,5839,2014-06-27 17:32:53.900000000
383,400,8058,2014-09-30 09:07:09.780000000
384,2780,4755,2015-06-18 16:42:12.420000000
385,4819,5461,2014-03-31 13:55:36.650000000
386,1522,4777,2015-03-23 21:28:07.580000000
387,3229,2575,2014-09-15 02:15:59.260000000
388,1696,4379,2015-06-24 13:15:29.810000000
389,1101,3393,2015-03-10 10:25:49.340000000
390,385,2996,2015-11-17 03:40:21.310000000
391,2436,9064,2015-12-28 19:51:22.730000000
392,2695,9811,2015-05-09 14:34:55.700000000
393,1637,7265,2015-08-11 22:43:35.630000000
394,2708,7946,2014-10-18 14:36:09.780000000
395,157,3326,2014-02-27 22:08:44.560000000
396,499,9962,2014-07-21 18:30:33.420000000
397,3651,5569,2014-04-16 14:43:48.510000000
398,3415,7078,2014-11-28 10:00:00.920000000
399,4457,8169,2015-12-25 15:01:00.850000000
400,1642,9331,2014-07-05 17:23:05.430000000
401,1800,5971,2014-11-06 23:02:37.870000000
402,1063,268,2014-02-17 20:01:20.590000000
403,1833,1273,2015-09-29 08:15:50.090000000
404,3917,5754,2014-07-20 05:09:48.840000000
405,3311,6370,2014-08-28 10:52:22.350000000
406,3763,1265,2014-03-31 10:55:21.560000000
407,3322,8702,2015-11-21 13:16:23.030000000
408,3231,2114,2014-07-13 18:50:06.650000000
409,2481,6803,2014-04-17 13:22:18.240000000
410,2867,8887,2015-07-21 18:18:17.350000000
411,3943,5050,2014-05-09 08:20:57.290000000
412,3187,7214,2015-05-19 08:05:30.280000000
413,1013,6915,2015-06-22 21:16:46.530000000
414,71,1921,2015-05-27 15:46:56.800000000
415,1661,1254,2015-09-12 22:14:43.620000000
416,3955,7209,2014-07-31 13:20:51.610000000
417,4908,9894,2014-10-17 23:47:26.600000000
418,2362,5094,2014-03-04 00:22:24.060000000
419,4471,775,2015-01-23 10:50:12.390000000
420,2957,9754,2015-03-27 00:35:51.890000000
421,4844,4410,2015-06-13 05:59:41.310000000
422,4625,7628,2014-11-20 13:19:33.020000000
423,2878,1348,2014-07-25 11:45:59.280000000
424,3257,2235,2014-11-30 16:13:04.530000000
425,4732,2877,2014-05-28 18:41:17.010000000
426,922,8061,2015-11-01 04:04:35.100000000
427,2354,8903,2014-05-19 19:06:57.790000000
428,3662,8286,2015-11-01 13:24:55.930000000
429,4217,7586,2015-04-03 13:19:42.880000000
430,4654,6318,2014-12-14 00:15:19.590000000
431,1499,9448,2014-03-23 12:22:00.880000000
432,4737,3708,2015-06-28 03:20:27.380000000
433,2999,2776,2015-04-10 15:46:15.110000000
434,4104,9089,2014-10-06 18:07:33.060000000
435,1438,5765,2014-12-10 02:46:10.770000000
436,1650,7814,2015-03-31 07:18:56.040000000
437,4032,3148,2014-12-01 19:32:25.450000000
438,4906,9206,2014-02-01 16:25:17.500000000
439,4427,5777,2015-05-18 23:07:37.760000000
440,3434,6737,2015-01-27 10:33:24.760000000
441,312,9244,2014-07-24 16:52:46.880000000
442,3771,7475,2014-02-18 17:34:36.300000000
443,2527,9213,2014-11-05 13:38:15.650000000
444,2090,5082,2015-06-29 12:31:55.060000000
445,3055,654,2014-03-21 16:31:19.810000000
446,1496,3958,2015-01-19 07:31:23.280000000
447,2287,4326,2014-11-08 07:09:03.200000000
448,1650,7670,2014-05-01 10:24:05.120000000
449,133,978,2015-01-02 23:13:49.970000000
450,4256,4077,2014-12-10 14:16:58.430000000
451,65,3482,2014-09-14 04:26:48.080000000
452,4659,8085,2015-03-11 13:11:10.450000000
453,2529,4655,2014-08-08 00:12:43.740000000
454,860,5856,2015-09-01 12:16:36.770000000
455,3702,2504,2015-10-31 23:39:42.420000000
456,3938,1719,2014-04-03 23:14:26.550000000
457,4056,5748,2014-05-06 04:12:54.400000000
458,2222,4357,2014-09-25 04:07:18.930000000
459,3527,7309,2015-03-25 05:08:42.630000000
460,370,5458,2014-02-28 07:27:43.630000000
461,365,210,2015-11-02 00:21:04.130000000
462,2370,7805,2014-08-13 07:42:36.220000000
463,1365,1309,2014-10-23 15:33:19.690000000
464,26,3240,2015-02-15 03:24:13.470000000
465,383,7022,2015-11-12 00:08:00.220000000
466,4344,7804,2015-09-28 01:53:03.620000000
467,4719,7516,2014-03-09 10:17:47.100000000
468,4989,5606,2014-08-23 02:29:13.150000000
469,3891,8107,2014-02-06 03:35:24.770000000
470,425,1789,2014-07-29 19:25:35.270000000
471,3253,5631,2014-06-29 12:30:03.760000000
472,1825,7826,2014-11-28 11:10:13.540000000
473,3964,3804,2015-01-12 12:34:33.850000000
474,4210,4962,2014-06-10 08:11:33.130000000
475,585,2090,2015-07-16 09:22:43.510000000
476,3279,9951,2014-09-27 02:50:38.170000000
477,1354,5960,2015-11-02 19:40:05.230000000
478,2947,8691,2015-04-24 10:43:40.530000000
479,2150,3424,2014-10-05 20:06:52.360000000
480,943,1725,2015-04-04 05:21:40.590000000
481,2929,2316,2014-03-15 02:28:07.240000000
482,3121,8519,2015-07-23 14:55:31.990000000
483,303,5075,2014-05-16 01:19:47.030000000
484,1651,8214,2014-03-06 04:30:51.520000000
485,3758,448,2015-12-22 21:32:40.930000000
486,3855,4814,2014-05-31 21:03:38.510000000
487,2599,6540,2014-09-19 07:26:46.050000000
488,1037,2616,2015-11-16 03:36:42.720000000
489,4215,3896,2015-03-27 20:09:10.530000000
490,1385,5079,2014-04-16 06:27:47.960000000
491,3834,8983,2014-02-07 02:05:12.290000000
492,2115,1245,2015-05-24 04:17:26.680000000
493,2205,8095,2014-03-13 19:19:17.900000000
494,4148,15,2014-08-17 16:08:52.420000000
495,3789,2252,2014-11-18 05:22:16.610000000
496,228,1056,2014-12-27 07:41:09.470000000
497,653,2837,2014-11-25 02:02:28.170000000
498,1106,2298,2014-09-10 03:39:50.810000000
499,2713,300,2014-06-15 18:39:59.790000000
500,3048,5141,2014-07-08 20:16:03.300000000
501,984,43,2014-05-29 14:08:11.810000000
502,1771,5847,2015-07-29 04:07:40.340000000
503,2600,6124,2015-08-05 00:05:34.900000000
504,557,5279,2014-09-17 02:55:43.370000000
505,1881,3122,2014-12-15 05:56:46.750000000
506,1639,1709,2014-06-12 17:07:17.510000000
507,3012,1377,2014-09-07 07:18:31.970000000
508,2932,9482,2015-10-28 05:11:17.630000000
509,1738,5465,2014-08-23 23:32:57.510000000
510,3328,5224,2015-04-20 08:38:29.570000000
511,3875,1371,2014-05-29 10:28:01.810000000
512,4923,2222,2015-10-22 08:20:35.330000000
513,4429,9623,2014-03-30 18:03:59.140000000
514,493,7673,2014-12-22 14:38:38.940000000
515,1457,4937,2014-04-05 06:36:33.840000000
516,2549,309,2014-02-01 12:31:50.370000000
517,4808,8482,2015-06-19 02:54:03.680000000
518,680,2728,2015-09-08 04:21:46.050000000
519,3672,3475,2015-11-17 16:36:52.580000000
520,968,2780,2015-11-12 22:00:15.690000000
521,4952,7405,2015-05-16 10:42:59.710000000
522,4384,6576,2015-11-22 05:20:38.680000000
523,3609,1026,2014-06-10 04:11:23.960000000
524,3000,2054,2014-12-07 07:31:13.780000000
525,4576,7270,2014-11-23 02:14:16.330000000
526,311,1976,2014-08-06 04:13:21.780000000
527,1967,4492,2015-08-17 03:27:07.720000000
528,4492,9541,2015-01-29 23:05:46.240000000
529,1197,9801,2014-06-17 15:40:33.380000000
530,4049,2773,2015-05-08 12:29:11.390000000
531,2725,8825,2014-05-11 20:50:50.430000000
532,3386,6568,2014-08-18 00:01:18.420000000
533,4262,4425,2014-09-14 18:55:16.530000000
534,2638,7843,2015-09-30 22:44:39.440000000
535,3694,7689,2015-08-22 23:36:14.450000000
536,1249,1318,2014-07-20 10:58:47.190000000
537,2815,4525,2014-06-21 00:07:54.740000000
538,3289,7902,2015-06-27 06:46:43.520000000
539,4271,5394,2014-09-20 10:02:24.720000000
540,1378,607,2015-12-11 02:59:44.660000000
541,4382,2710,2015-04-28 19:09:39.070000000
542,824,9964,2015-11-10 22:49:21.050000000
543,753,7382,2015-10-10 04:18:05.900000000
544,1526,2299,2014-12-28 12:02:15.590000000
545,4785,8548,2015-12-19 10:29:49.520000000
546,1846,5179,2014-12-28 09:54:34.890000000
547,4391,7253,2015-09-23 16:53:13.390000000
548,3325,8911,2015-11-13 20:11:57.970000000
549,3202,2159,2014-07-05 23:29:11.090000000
550,266,7323,2014-08-27 17:20:12.520000000
551,3929,3593,2014-05-22 22:45:14.710000000
552,2893,1402,2015-09-03 02:33:00.640000000
553,1029,994,2015-09-09 09:36:18.720000000
554,4903,1501,2015-03-01 01:23:20.380000000
555,4168,5377,2014-07-22 04:38:35.210000000
556,106,2358,2014-02-07 15:46:46.050000000
557,2067,9270,2014-04-29 00:57:07.240000000
558,3084,6679,2014-10-22 11:35:54.380000000
559,577,4531,2015-08-31 13:17:50.990000000
560,3820,8029,2015-01-25 03:50:49.010000000
561,4329,982,2014-11-30 05:38:46.590000000
562,391,998,2014-11-06 18:43:26.520000000
563,1034,8592,2014-08-04 12:37:08.820000000
564,529,9485,2014-08-02 12:25:16.030000000
565,944,1963,2014-09-21 22:48:06.080000000
566,3695,1108,2014-11-28 06:56:32.890000000
567,183,3247,2014-11-09 09:20:16.030000000
